id,title,synopsis
2646,Tarantula,"a lone-wolf scientist sequestered in a mansion near a small desert town arouses the suspicion of the town's doctor when his lab assistant is found dead from a case of acromegaly which took only four days to develop.  as the doctor investigates, aided by the scientist's new, and very female, assistant, they discover that, far worse, something much larger and hungrier than it ever should be,  is devouring local cattle - and humans - in increasingly large quantities."
2689,Beautiful Girls,"during a snowy winter in the small fictional town of knight's ridge, massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires."
2697,John Tucker Must Die,"after discovering they are all dating the same same guy, three popular students from different cliques band together for revenge, so they enlist the help of a new gal in town and conspire to break the jerk's heart, while destroying his reputation."
2748,The Texas Chainsaw Massacre,"after picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding killer and his family of equally psychopathic killers."
2776,Fallen,"homicide detective john hobbes witnesses the execution of serial killer edgar reese. soon after the execution the killings start again, and they are very similar to reese's style."
2794,Kiss the Girls,"forensic psychologist alex cross travels to north carolina and teams with escaped kidnap victim kate mctiernan to hunt down ""casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. the trail leads to los angeles, where the duo discovers that the psychopath may not be working alone."
2829,The Bone Collector,"rookie cop, amelia donaghy reluctantly teams with lincoln rhyme – formerly the department's top homicide detective but now paralyzed as a result of a spinal injury – to catch a grisly serial killer dubbed 'the bone collector'. the murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes."
2862,Red Dragon,"former fbi agent will graham, who was once almost killed by the savage hannibal 'the cannibal' lecter, now has no choice but to face him again, as it seems lecter is the only one who can help graham track down a new serial killer."
2892,Blood Work,"still recovering from a heart transplant, a retired fbi profiler returns to service when his own blood analysis offers clues to the identity of a serial killer."
2925,Dante's Peak,"volcanologist harry dalton comes to the sleepy town of dante's peak to investigate the recent rumblings of the dormant volcano the burg is named for. before long, his worst fears are realized when a massive eruption hits, and immediately, harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare."
2943,Hard Luck,"three converging story lines involving bootleggers, a serial killer and drug dealers are followed. a former drug dealer tries to go straight, but comes across a stash of stolen drugs. meanwhile, a middle-aged suburban housewife hides a sadistic and vicious streak."
2957,The Black Dahlia,"lee blanchard and bucky bleichert are former boxers-turned-cops in 1940s los angeles and, when an aspiring young actress turns up dead, blanchard and bleichert must grapple with corruption, narcissism, stag films and family madness as they pursue the killer."
2975,Straight to Hell,"a gang of bank robbers with a suitcase full of money go to the desert to hide out. after burying the loot, they find their way to a surreal town full of cowboys who drink an awful lot of coffee."
2983,The Wicker Man,"a sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community."
2991,Shoot to Kill,"when a cunning murderer vanishes into the rugged mountains of the pacific northwest, pursuing fbi agent warren stantin must exchange familiar city streets for unknown wilderness trails. completely out of his element, stantin is forced to enlist the aid of expert tracker jonathan knox. it's a turbulent yet vital relationship they must maintain in order to survive... and one that becomes increasingly desperate when knox's girlfriend sarah becomes the killer's latest hostage!"
3074,Phantoms,"in the peaceful town of snowfield, colorado something evil has wiped out the community. and now, its up to a group of people to stop it, or at least get out of snowfield alive."
3086,Rest Stop,nicole carrow is a threatened by a maniac serial killer after her boyfriend jess is abducted in a rest stop.
3091,The Tripper,a ronald reagan-obsessed serial killer targets a bunch of hippies who are heading to a weekend-long concert.
3101,Urban Legend,a college campus is plagued by a vicious serial killer murdering students in ways that correspond to various urban legends.
3132,Deepwater,a drifter comes to the town of deepwater and is seduced into a twisted game of deceit and murder.
3148,El Chupacabra,"after his capture in the wilderness, the legendary, bloodthirsty creature 'chupacabra' escapes into the city creating mayhem and panic. as they pursue the deadly beast, an animal control officer and scientist realize that a vigilante with his own suspicious motive is also tracking the elusive killer for a mysterious research facility run by dr. goodspeed..."
3182,Satan's Little Helper,a naïve young boy unknowingly becomes the pawn of a serial killer.
3190,Headspace,"25-year-old alex borden's chance encounter with a mysterious stranger has found his intellect rapidly expanding, but as the power of his mind grows so too does the mystery of a brutal series of murders. now, as the killer seems to set his sights on alex, the frightened genius must use his newfound brain power to put an end to the mayhem once and for all."
3204,Desperation,"when a sheriff arrests a writer, a family, a couple, and a hitchiker and throws them in a jail cell in the deserted town of desperation, they must fight for their lives."
3207,See No Evil,"a group of delinquents are sent to clean the blackwell hotel. little do they know reclusive psychopath jacob goodnight has holed away in the rotting hotel. when one of the teens is captured, those who remain -- a group that includes the cop who put a bullet in goodnight's head four years ago -- band together to survive against the brutal killer."
3283,Evil's City,"reporters uncover the dark secret behind acheron, a shadowy town whose inhabitants have mysteriously died."
3310,Cyborg,a martial artist hunts a killer in a plague-infested urban dump of the future.
3342,Men at Work,"two garbage men find the body of a city councilman in a trash can on their route. with help from a supervisor, the duo must solve the case and find the man's killer while hiding the body from the cops."
3353,The Midnight Meat Train,"a photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways."
3382,The Sweet Hereafter,"a small mountain community in canada is devastated when a school bus accident leaves more than a dozen of its children dead. a big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. at the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage."
3388,Friday the 13th Part VI: Jason Lives,"determined to finish off the infamous killer jason voorhees once and for all, tommy jarvis and a friend exhume jason’s corpse in order to cremate him. things go awry when jason is instead resurrected, sparking a new chain of ruthlessly brutal murders. now it’s up to tommy to stop the dark, devious and demented deaths that he unwittingly brought about."
3390,Foxfire,a part-indian mining engineer looks for gold in an arizona ghost town with his socialite bride.
3415,Friday the 13th Part VIII: Jason Takes Manhattan,a group of students on a graduation cruise bound for manhattan soon realize they've got a stowaway aboard the ship: serial killer jason voorhees.
